filename,avgTemperatureC,avgPressureKPa,fluxValue,fluxType,plotID,segSD,avgCO2,avgH2O,r2,aic,param,fluxMethodJustification,fluxDirectionFlag,redo,dayOrNight,r2Flag,segFlag,fluxFlag
data/rawData/LI7500/LI7500_Site 4/4_2600_west_3_day_resp.txt,16.0958346294262,74.8420021766149,-1.85839017488255,resp,2600west3,3.16793663814275,407.673839209028,19.2310840329794,0.885806106248379,79.4251258386028,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 4/4_2600_west_2_night_redo_resp.txt,13.1512983050847,74.9884610169492,-2.68312037050179,resp,2600west2,0,422.560559322034,20.0231406779661,0.888223514602577,64.0662532744433,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,TRUE,night,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 4/4_2600_west_2_day_resp.txt,16.52158125,74.844096875,-5.03073164308065,resp,2600west2,0,399.08471875,20.02976875,0.85405875572841,49.2075971437513,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 4/4_2600_west_1_night_resp.txt,13.4814620509243,74.9727797523544,-5.91264811212122,resp,2600west1,1.54411852405133,422.373516829439,20.3036865364493,0.982641807678761,70.2193735895494,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 4/4_2600_west_1_day_resp.txt,14.3828228571429,74.8407285714286,-2.54817992456983,resp,2600west1,0,400.742314285714,18.5802114285714,0.962286516066736,-40.1293092698045,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 4/4_2600_east_5_night_resp.txt,11.9576832908163,75.0528250510204,-3.51120944730003,resp,2600east5,0.0623077191227702,415.0862625,19.2205462244898,0.966999174699127,-19.7586833772163,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,night,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 4/4_2600_east_5_day_resp.txt,22.9063684036394,74.9146095473187,-24.7319009647221,resp,2600east5,3.56951474144098,430.827431227599,27.8658115022746,0.967268727096219,163.716129645564,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_east_4_night_resp.txt,12.3161487379942,75.0479155907974,-3.24015164288077,resp,2600east4,0.793814487001823,421.777237212419,17.3899465713648,0.972570543151912,16.9303407694496,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_east_4_day_resp.txt,23.87418701315,74.9087469327015,-14.3657776766717,resp,2600east4,4.92791235851829,435.097120714727,29.8270133017397,0.889494503101472,115.778496325917,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 4/4_2600_east_3_night_resp.txt,12.4516751677852,75.0478208053691,,resp,2600east3,0,420.440140939597,12.9573375838926,,,co2,checked only linear fit,Looks good!,FALSE,night,,,
data/rawData/LI7500/LI7500_Site 4/4_2600_east_3_night_redo_resp.txt,12.4818195851842,75.0500453083081,-4.85901349837399,resp,2600east3,0.459532705107178,424.051915875006,19.9650387723388,0.958312942788463,18.8377462051361,co2,checked only linear fit,Looks good!,TRUE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_east_3_day_resp.txt,23.0958302811153,74.9224257041487,-12.3768525175529,resp,2600east3,2.43137765497723,424.136985008271,28.3728640960341,0.930383181150545,94.231625552017,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_east_2_night_resp.txt,12.2446818038741,75.0439262409201,-10.9644703035368,resp,2600east2,1.49189623235608,434.945940163438,19.7104648274818,0.975469682852191,50.0152588017309,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_east_2_day_resp.txt,24.298942581187,74.8960165173572,-15.5118151280259,resp,2600east2,5.55655062349361,418.070692609183,27.6965983202688,0.966893215880535,99.5364739452623,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 4/4_2600_east_1_night_resp.txt,12.4279719808796,75.0515949476546,-9.37441490190391,resp,2600east1,0.521197657223799,429.457617911905,18.7745875313484,0.93535179066626,70.3469135158745,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_east_1_day_resp.txt,23.7072136679293,74.9021024305556,-9.95662727500587,resp,2600east1,2.37701128454722,433.241287563131,27.4581162563131,0.963034617683841,69.5534998253024,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 3/old/3_2400_west_5_day_resp.txt,24.2463009936766,76.1117735320687,-10.3859011680609,resp,2400west5,1.8378162510932,451.289478319783,14.6141075880759,0.956117500343676,83.9502495990958,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 3/old/3_2400_west_4_day_resp.txt,24.0497870967742,76.0513838709677,4.15226967758517,resp,2400west4,0,436.218870967742,13.157935483871,0.830952699793952,39.9935606704814,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 3/old/3_2400_west_4_day_redo_resp.txt,23.9424305069435,76.0713799937965,-1.30701876209417,resp,2400west4,4.3463550052187,444.946464232075,14.1555949022681,0.861007791213628,103.517381192632,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,TRUE,day,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 3/old/3_2400_west_3_day_resp.txt,23.2341905172414,76.0862775862069,,resp,2400west3,0,433.94025862069,16.0713112068966,,,co2,checked only linear fit,Looks good!,FALSE,day,,,
data/rawData/LI7500/LI7500_Site 3/old/3_2400_west_2_day_resp.txt,23.9954666666667,76.1440026315789,-2.70536188949798,resp,2400west2,0,441.675745614035,18.1889850877193,0.921032396679671,231.520650730634,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/old/3_2400_west_1_day_resp.txt,23.1161602077001,76.1759972137791,-8.71727346396898,resp,2400west1,3.79081202704702,441.698672745694,18.4369978723404,0.912458991969736,66.867230558559,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 3/3_2400_west_5_day_resp.txt,23.26799375,76.3112421875,-10.5759700221991,resp,2400west5,0,435.982890625,26.1885546875,0.839004209569329,93.1729697974036,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_west_4_day_resp.txt,23.3779943681917,76.287105288671,1.2116769921195,resp,2400west4,24.6026460409248,443.61909711329,24.3391106753813,0.880095898235084,765.263870255798,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 3/3_2400_west_3_day_resp.txt,22.6512376984127,76.2693901785714,-7.39176602332118,resp,2400west3,0,426.020774305556,26.0210358630952,0.96054424988442,27.6024318832284,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_west_2_day_resp.txt,22.3509640669751,76.2532778144966,-3.25746632045419,resp,2400west2,0,428.400771755893,24.0766741352721,0.830672019218131,57.3373310816332,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 3/3_2400_west_1_day_resp.txt,22.6770561055736,76.2176214586459,-3.89240451449874,resp,2400west1,0.584635776317779,417.577424925114,22.6538996116695,0.857285842660989,57.4152001926831,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_east_5_night_resp.txt,9.92283949328399,76.3311725767544,-7.06065784464118,resp,2400east5,0.637280616665988,453.367562952303,16.0199908634868,0.991838154820156,-26.0399096427024,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_east_5_day_resp.txt,20.029704077762,76.2862885846373,-5.79436411220552,resp,2400east5,1.89882316186196,427.550570886676,24.6583994665718,0.891599747520213,99.1065860914359,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 3/3_2400_east_4_night_resp.txt,10.3624778195977,76.3648162491888,-4.74812214854362,resp,2400east4,0.282359033199777,449.364703958469,16.4779763789747,0.980357380300502,18.2084712601833,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_east_4_day_resp.txt,26.1013208763505,76.3109327531013,0.389038256380434,resp,2400east4,0,470.190324609844,30.0601795558223,0.837475377538697,65.5634989004515,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 3/3_2400_east_4_day_redo_resp.txt,26.1120752731727,76.3054028166599,-13.1861924240753,resp,2400east4,0,459.407048125766,30.1694430151082,0.985061594545989,58.1516206977802,co2,checked only linear fit,Looks good!,TRUE,day,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_east_3_night_resp.txt,10.2955092701863,76.3607411141304,-5.92558179474817,resp,2400east3,1.02993711045648,454.384423486025,16.430896261646,0.980817613603694,-31.943016660739,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_east_3_day_resp.txt,26.8562141325536,76.304311871345,-12.5531504978388,resp,2400east3,5.30148964808942,463.695972319688,35.222549005848,0.941892232805748,167.06391470231,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 3/3_2400_east_2_night_resp.txt,10.4295135268763,76.3558383874239,-5.87764114011829,resp,2400east2,0.880678326282765,442.507602687627,16.747719193712,0.994739271791668,-54.0369279337037,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_east_2_day_resp.txt,26.7214547826087,76.2836057880435,-16.6607416823144,resp,2400east2,3.8642645982705,464.831958152174,32.4487582880435,0.984564847502888,199.539990145133,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_east_1_night_resp.txt,10.6021385139319,76.3470514344685,-4.1335532833236,resp,2400east1,0.850786934683016,433.086273065015,16.908913498452,0.938504483432459,6.59899784157591,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_east_1_day_resp.txt,26.0504533898305,76.2795559322034,,resp,2400east1,0,478.147262711864,32.0844127118644,,,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,,,discard
data/rawData/LI7500/LI7500_Site 3/3_2400_east_1_day_redo_resp.txt,26.1397985507246,76.2756368253968,-14.2597257711279,resp,2400east1,2.51706511879373,461.257761214631,30.6250757073844,0.981583101028849,140.257742542958,co2,checked only linear fit,Looks good!,TRUE,day,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_west_5_night_resp.txt,13.3626091666667,78.45548,,resp,2200west5,0,453.292516666667,18.2605725,,,co2,checked only linear fit,Looks good!,FALSE,night,,,
data/rawData/LI7500/LI7500_Site 2/2_2200_west_5_day_resp.txt,26.0424842460061,78.6598122079601,-6.97072185540896,resp,2200west5,3.46962904844161,414.726286176009,30.1890442792502,0.985928053335794,49.0391940502174,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 2/2_2200_west_4_night_resp.txt,13.4001550847458,78.4501262711864,,resp,2200west4,0,456.079525423729,18.8791550847458,,,co2,checked only linear fit,Looks good!,FALSE,night,,,
data/rawData/LI7500/LI7500_Site 2/2_2200_west_4_day_resp.txt,25.1476477803081,78.6510924131242,-4.90844444709693,resp,2200west4,0.66864348555389,414.194143302969,29.2412582391476,0.89272502450276,23.7165563298659,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_west_3_night_resp.txt,13.3018864016418,78.4692070158103,-5.27872514796294,resp,2200west3,0.963031834359757,439.963149420628,19.5141278276072,0.86871769233247,35.4152966421793,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_west_3_day_resp.txt,25.0514445820954,78.6648987098543,-12.3209605684093,resp,2200west3,3.5993413932553,418.587397858305,30.4639745967742,0.860571003046472,120.340919859911,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 2/2_2200_west_2_night_resp.txt,13.2733945361654,78.4803309464601,-5.95946946862686,resp,2200west2,1.10925063966297,443.132445899203,19.1757728467658,0.911847679989664,47.5061867398287,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_west_2_day_resp.txt,24.3519946666667,78.702352,-6.99612328329932,resp,2200west2,0,417.94952,27.3880413333333,0.981371119135335,116.212165302407,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_west_1_night_resp.txt,13.1897844993716,78.4797873481357,-44.7378488581834,resp,2200west1,25.3781283308405,474.826518223712,20.9061564306661,0.902595366976313,138.457454976333,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 2/2_2200_west_1_day_resp.txt,23.2599009706775,78.6660123761375,-2.6258540335748,resp,2200west1,0.82073994241364,421.652321536906,26.9912843478261,0.90753721551369,49.8313873103871,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 2/2_2200_east_5_night_resp.txt,13.8037921219379,78.3844269362924,-2.63093905034916,resp,2200east5,0.339614194365182,433.743944281066,20.7346941896071,0.912391423867085,-25.6782050474734,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_5_day_resp.txt,19.6292092543628,78.7798044420941,-8.14647355824396,resp,2200east5,1.77491789699031,411.585300370175,24.6302640401904,0.834655312945155,74.1962017346067,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 2/2_2200_east_4_night_resp.txt,13.7537,78.3800416666667,-3.98496884200448,resp,2200east4,0,430.898694444444,20.5738722222222,0.874518727464489,36.0128010428307,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,night,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 2/2_2200_east_4_day_resp.txt,19.9589157081153,78.7724034151194,-7.85420373070302,resp,2200east4,1.31308399710971,402.111588245573,26.3627370998817,0.91205226258601,57.4744140228712,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_3_night_resp.txt,13.6095856754842,78.3847726735947,-2.98482651414284,resp,2200east3,0.36054550174471,436.019288379783,18.8782676310817,0.96852759393153,-2.75268281368183,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_3_day_resp.txt,20.1617517078586,78.772850743076,-10.4877693332625,resp,2200east3,0.893591995148245,415.304753746562,24.7872548410634,0.946451997204085,77.0411007493291,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_2_night_resp.txt,13.5875368991915,78.3951689298447,7.97732989289167,resp,2200east2,1.07064752776576,460.711238039534,20.9211500413802,0.989824699957268,2.25831183169697,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_2_night_redo_resp.txt,13.575829479884,78.4001918406428,-3.116911699602,resp,2200east2,0,436.07258077806,18.9093405479038,0.969597103525381,-23.5316265687712,co2,checked only linear fit,Looks good!,TRUE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_2_day_resp.txt,23.1618868347953,78.7724170151072,-10.2758500216553,resp,2200east2,2.05284752559911,409.952990143762,28.8866956170809,0.963513243855234,50.7364220425193,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_1_night_resp.txt,13.4870061092815,78.4112779055076,4.49376617962236,resp,2200east1,0.30421963227431,465.700930891278,21.5253362683568,0.967567510706253,-6.57374339713096,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_1_night_redo_resp.txt,13.4874893038045,78.4054149640749,-2.84550701762068,resp,2200east1,0,440.630412910859,20.757586907975,0.892588106122867,-0.962265615460785,co2,checked only linear fit,Looks good!,TRUE,night,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_1_day_resp.txt,21.9134415808491,78.7589963911472,-9.07021353701853,resp,2200east1,0.0747107508496235,412.47571630533,27.6003380171635,0.964857633588862,72.2057177222145,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 1/old/1_2000_west_4_night_resp.txt,16.4980865207373,80.2591701996928,-1.66446480473778,resp,2000west4,2.31475832804043,425.625673963134,18.876825921659,0.910338116253169,5.74754265172044,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,night,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 1/old/1_2000_west_4_day_resp.txt,31.4316211818182,80.1358566969697,-5.22288444078672,resp,2000west4,0,423.747651969697,15.463412469697,0.961874824879053,76.2067084518931,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 1/old/1_2000_west_3_night_resp.txt,16.313629375,80.2594590384616,-4.33895022104163,resp,2000west3,1.08918285053536,424.708716346154,18.369808125,0.945958648037193,-18.3093189134069,co2,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,night,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 1/old/1_2000_west_3_day_resp.txt,31.7947729344729,80.1459733031674,-7.47726458758312,resp,2000west3,2.63730910397564,428.502614211497,15.9555936651584,0.933154248036707,107.284037676215,co2,checked only linear fit,Looks good!,FALSE,day,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 1/old/1_2000_west_2_night_resp.txt,16.2047884884282,80.2806722275796,-5.8463399261623,resp,2000west2,1.0645224958223,433.049650072324,18.7607171528447,0.94950228080327,87.2163596597878,co2,checked only linear fit,Looks good!,FALSE,night,Looks good!,Looks good!,keep
