filename,avgTemperatureC,avgPressureKPa,fluxValue,fluxType,plotID,segSD,avgCO2,avgH2O,r2,aic,param,fluxMethodJustification,fluxDirectionFlag,redo,dayOrNight,totalRsq,r2Flag,segFlag,fluxFlag
data/rawData/LI7500/LI7500_Site 4/4_2600_west_5_day_resp.txt,19.1395984008762,74.8610606571742,1.86027974829984,resp,2600west5,0.00800181668022633,401.706814895947,21.4065122891566,0.973319976253987,-81.4869565361625,h2o,checked only linear fit,Looks good!,FALSE,day,0.0225827814892491,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_west_4_night_resp.txt,12.8153110169492,74.9938949152542,,resp,2600west4,0,422.441957627119,19.5557423728814,,,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,night,0.00789197619304,,,discard
data/rawData/LI7500/LI7500_Site 4/4_2600_west_4_day_resp.txt,18.2041434536638,74.864683276691,1.04025014344684,resp,2600west4,0.152190911010289,405.497711144728,21.0970743741711,0.965804865336082,-133.804637432964,h2o,checked only linear fit,Looks good!,FALSE,day,0.0251140389154518,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_west_3_night_resp.txt,12.919568164358,74.9855621929927,0.197775389338184,resp,2600west3,0.0681215988133447,419.511416482365,19.9212967174951,0.87143441448105,-285.160492413141,h2o,checked only linear fit,Looks good!,FALSE,night,0.0145659436190757,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_west_3_day_resp.txt,16.0309032258065,74.8367322580645,0.338537091360416,resp,2600west3,0,411.350741935484,19.1964516129032,0.904198065274498,-136.347713246978,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,0.0117180545684005,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 4/4_2600_west_2_night_redo_resp.txt,13.1512983050847,74.9884610169492,0.258794482446072,resp,2600west2,0,422.560559322034,20.0231406779661,0.963728280534825,-283.116400847526,h2o,checked only linear fit,Looks good!,TRUE,night,0.0129082278650139,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_west_2_day_resp.txt,16.0880813835989,74.842002254178,0.586069278892763,resp,2600west2,0.196526200336734,397.644558492033,19.5528203264672,0.961838371930016,-158.81708074554,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,0.0215815206432768,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 4/4_2600_west_1_night_resp.txt,13.4819057377049,74.9728286885246,,resp,2600west1,0,422.420344262295,20.3036049180328,,,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,night,0.00500519781844333,,,discard
data/rawData/LI7500/LI7500_Site 4/4_2600_west_1_day_resp.txt,14.5677781025986,74.8428607078853,0.334043738673033,resp,2600west1,0.0834512677126167,401.538707605287,18.9222233390937,0.875807200296527,-153.503221106766,h2o,checked only linear fit,Looks good!,FALSE,day,0.0276806705060348,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_east_5_night_resp.txt,12.0397791078487,75.0534085827216,-0.335824718739132,resp,2600east5,0,415.975654150198,19.0204165160926,0.947898445463169,-198.179510883103,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,night,0.0155872004314568,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 4/4_2600_east_5_day_resp.txt,22.9063684036394,74.9146095473187,3.03460812803301,resp,2600east5,0.669537708523853,430.827431227599,27.8658115022746,0.992808403099208,-89.1931374971949,h2o,checked only linear fit,Looks good!,FALSE,day,0.0254384059460633,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_east_4_night_resp.txt,12.3161487379942,75.0479155907974,-1.0607594222281,resp,2600east4,0.297505842120737,421.777237212419,17.3899465713648,0.989432745980553,-195.966386278597,h2o,checked only linear fit,Looks good!,FALSE,night,0.0163609921048789,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_east_4_day_resp.txt,23.87418701315,74.9087469327015,2.50256011769063,resp,2600east4,0.297221738531367,435.097120714727,29.8270133017397,0.959170385150355,-41.6512044983792,h2o,checked only linear fit,Looks good!,FALSE,day,0.0245975783818224,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_east_3_night_resp.txt,12.4516751677852,75.0478208053691,,resp,2600east3,0,420.440140939597,12.9573375838926,,,h2o,checked only linear fit,Looks good!,FALSE,night,,,,
data/rawData/LI7500/LI7500_Site 4/4_2600_east_3_night_redo_resp.txt,12.486009836048,75.0496164521851,0.121502286802695,resp,2600east3,0,426.787109950008,20.0104146438746,0.823765927165179,-239.729597417719,h2o,checked only linear fit,Looks good!,TRUE,night,0.0131514206079547,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_east_3_day_resp.txt,23.0958302811153,74.9224257041487,2.48700791957583,resp,2600east3,0.218919991095329,424.136985008271,28.3728640960341,0.991483864241868,-104.879518181445,h2o,checked only linear fit,Looks good!,FALSE,day,0.0260907592567695,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_east_2_night_resp.txt,12.2446818038741,75.0439262409201,-0.0744168496297349,resp,2600east2,0.0839546636861631,434.945940163438,19.7104648274818,0.861823592550212,-251.594413504967,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,night,0.0211391976716096,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 4/4_2600_east_2_day_resp.txt,24.5347569014801,74.8949146766883,2.66374863743161,resp,2600east2,0.471716579890115,423.66150620259,28.8626361507863,0.966531925501131,-60.5123460103994,h2o,checked only linear fit,Looks good!,FALSE,day,0.0252255477319132,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_east_1_night_resp.txt,12.4279719808796,75.0515949476546,-0.142228002053516,resp,2600east1,0.00807753282223531,429.457617911905,18.7745875313484,0.811923837858457,-204.541453403268,h2o,checked only linear fit,Looks good!,FALSE,night,0.0206087275524618,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 4/4_2600_east_1_day_resp.txt,23.7072136679293,74.9021024305556,2.78566806538737,resp,2600east1,0.110989083053481,433.241287563131,27.4581162563131,0.983834551849536,-73.0181518223672,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,0.0178215491263902,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 3/old/3_2400_west_5_day_resp.txt,24.3024127785972,76.1138580332268,1.37287514244238,resp,2400west5,0.157630851895282,453.560954400197,15.1273646878073,0.889455496301463,-54.8971226856522,h2o,checked only linear fit,Looks good!,FALSE,day,0.0236055681685431,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/old/3_2400_west_4_day_resp.txt,24.0164635719906,76.054734343037,0.159951768848925,resp,2400west4,0.994216507892599,436.326245476003,12.7484495672699,0.880239946283948,-33.3711617327022,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,0.0187910780409373,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 3/old/3_2400_west_4_day_redo_resp.txt,23.9046037378392,76.0759858678956,1.09307400159464,resp,2400west4,0.090813543866016,446.45823655914,13.8787149513569,0.860384558692381,-58.6979671649055,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,TRUE,day,0.0155455904581102,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 3/old/3_2400_west_3_day_resp.txt,23.2341905172414,76.0862775862069,,resp,2400west3,0,433.94025862069,16.0713112068966,,,h2o,checked only linear fit,Looks good!,FALSE,day,0.0049170709123816,,,
data/rawData/LI7500/LI7500_Site 3/old/3_2400_west_2_day_resp.txt,23.9954666666667,76.1440026315789,,resp,2400west2,0,441.675745614035,18.1889850877193,,,h2o,checked only linear fit,Looks good!,FALSE,day,0.00310126698698899,,,
data/rawData/LI7500/LI7500_Site 3/old/3_2400_west_1_day_resp.txt,23.1161602077001,76.1759972137791,2.79071903368899,resp,2400west1,0.763871016123188,441.698672745694,18.4369978723404,0.940538921650677,-29.3326355962636,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,0.0167708073465553,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 3/3_2400_west_5_day_resp.txt,23.072556875,76.3156152678572,0.970228505763945,resp,2400west5,0.0450980765772778,428.194291517857,25.3677015625,0.873202914986651,-63.4235969181015,h2o,checked only linear fit,Looks good!,FALSE,day,0.0174962435910251,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_west_4_day_resp.txt,23.3779943681917,76.287105288671,-1.66276119958578,resp,2400west4,2.15831834298251,443.61909711329,24.3391106753813,0.876630110473355,154.004661151839,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,0.00744644790724084,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 3/3_2400_west_3_day_resp.txt,22.6513756730159,76.2656065547619,1.16900674088862,resp,2400west3,0.0916932440031542,425.918670884921,26.1424546210318,0.937473351358326,-96.9076435478046,h2o,checked only linear fit,Looks good!,FALSE,day,0.0227214756086449,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_west_2_day_resp.txt,22.4847666666667,76.2600769230769,1.6581585867289,resp,2400west2,0,426.316743589744,23.4868948717949,0.990472484506226,-124.550162807712,h2o,checked only linear fit,Looks good!,FALSE,day,0.0123183292185544,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_west_1_day_resp.txt,22.6745743589744,76.2176854700855,,resp,2400west1,0,417.620008547009,22.6579239316239,,,h2o,checked only linear fit,Looks good!,FALSE,day,0.00921143272645061,,,
data/rawData/LI7500/LI7500_Site 3/3_2400_east_5_night_resp.txt,9.92283949328399,76.3311725767544,-0.136127800002286,resp,2400east5,0.0109661047079143,453.367562952303,16.0199908634868,0.911886544686055,-257.014307009423,h2o,checked only linear fit,Looks good!,FALSE,night,0.0226699122289205,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_east_5_day_resp.txt,20.029704077762,76.2862885846373,0.985038687953048,resp,2400east5,0.166722705498714,427.550570886676,24.6583994665718,0.988128992505211,-193.813596830753,h2o,checked only linear fit,Looks good!,FALSE,day,0.0173334102284716,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_east_4_night_resp.txt,10.3624778195977,76.3648162491888,-0.15099039344115,resp,2400east4,0.00542443613836693,449.364703958469,16.4779763789747,0.931993869599316,-315.77979557109,h2o,checked only linear fit,Looks good!,FALSE,night,0.016233837196519,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_east_4_day_resp.txt,25.8614341027739,76.3106588607124,1.45072208796927,resp,2400east4,0.132541002863591,471.295462541831,29.5880821476909,0.953662906909989,-75.4878543143732,h2o,checked only linear fit,Looks good!,FALSE,day,0.0254008696318652,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_east_4_day_redo_resp.txt,25.8224986542162,76.3008423027731,2.23762681765106,resp,2400east4,0.061955929780736,455.623042122241,29.2127184052066,0.980297098545743,-94.4884338845309,h2o,checked only linear fit,Looks good!,TRUE,day,0.0257711870618071,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_east_3_night_resp.txt,10.2955092701863,76.3607411141304,-0.0973252844343518,resp,2400east3,0.0871286679871683,454.384423486025,16.430896261646,0.968607796600286,-251.934462228029,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,night,0.0253141595655107,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 3/3_2400_east_3_day_resp.txt,26.43647,76.3080614285714,2.60217528610403,resp,2400east3,0,457.451628571429,34.3072457142857,0.94620885593691,42.8272064887489,h2o,checked only linear fit,Looks good!,FALSE,day,0.0140603910373319,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_east_2_night_resp.txt,10.3877308823529,76.3549470588235,-0.171806137185289,resp,2400east2,0,445.870088235294,16.6752735294118,0.972786583211816,-387.570485850974,h2o,checked only linear fit,Looks good!,FALSE,night,0.014045312255308,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_east_2_day_resp.txt,26.7214547826087,76.2836057880435,2.67692984910363,resp,2400east2,1.01326917436449,464.831958152174,32.4487582880435,0.988083953156283,-124.13156141098,h2o,checked only linear fit,Looks good!,FALSE,day,0.0170518982758153,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 3/3_2400_east_1_night_resp.txt,10.5790922395833,76.34905453125,-0.00303999361970269,resp,2400east1,0,433.6165859375,16.8524402083333,0.739446138058918,-169.911251774481,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,night,0.0156194303737698,"Be careful, R2 is suspiciously low",Looks good!,discard
data/rawData/LI7500/LI7500_Site 3/3_2400_east_1_day_resp.txt,26.0504533898305,76.2795559322034,,resp,2400east1,0,478.147262711864,32.0844127118644,,,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,0.00818273885496438,,,discard
data/rawData/LI7500/LI7500_Site 3/3_2400_east_1_day_redo_resp.txt,26.1397985507246,76.2756368253968,2.30376907298488,resp,2400east1,0.262081455073408,461.257761214631,30.6250757073844,0.984025995036404,-91.9619723433829,h2o,checked only linear fit,Looks good!,TRUE,day,0.0171280020010852,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_west_5_night_resp.txt,13.3626091666667,78.45548,,resp,2200west5,0,453.292516666667,18.2605725,,,h2o,checked only linear fit,Looks good!,FALSE,night,,,,
data/rawData/LI7500/LI7500_Site 2/2_2200_west_5_day_resp.txt,26.2302747252747,78.6609472527473,1.72591954024113,resp,2200west5,0,416.969945054945,30.5738307692308,0.982554861243104,-84.6464510661668,h2o,checked only linear fit,Looks good!,FALSE,day,0.00884490287793532,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_west_4_night_resp.txt,13.4001550847458,78.4501262711864,,resp,2200west4,0,456.079525423729,18.8791550847458,,,h2o,checked only linear fit,Looks good!,FALSE,night,,,,
data/rawData/LI7500/LI7500_Site 2/2_2200_west_4_day_resp.txt,25.1843691063597,78.6518322094298,1.07123597620374,resp,2200west4,0,414.553445723684,29.3135476151316,0.933467959465776,-109.418596574924,h2o,checked only linear fit,Looks good!,FALSE,day,0.019964057787844,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_west_3_night_resp.txt,13.3018864016418,78.4692070158103,-0.240812614792944,resp,2200west3,0.0246106224900341,439.963149420628,19.5141278276072,0.932530601931566,-221.191171511623,h2o,checked only linear fit,Looks good!,FALSE,night,0.0236961274925791,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_west_3_day_resp.txt,24.631158490566,78.6653301886792,1.02560434676504,resp,2200west3,0,409.914622641509,29.9359396226415,0.947451867695762,-99.4814230419719,h2o,checked only linear fit,Looks good!,FALSE,day,0.0121687237816112,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_west_2_night_resp.txt,13.3089506579466,78.4798565676464,-0.216688633498196,resp,2200west2,0,445.207995429832,19.1096737609329,0.834933078499126,-187.197800458046,h2o,checked only linear fit,Looks good!,FALSE,night,0.0162706282028106,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_west_2_day_resp.txt,24.3519946666667,78.702352,1.50596388485709,resp,2200west2,0,417.94952,27.3880413333333,0.98604876126227,-136.218783335728,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,0.00872876563049578,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 2/2_2200_west_1_night_resp.txt,13.2412935483871,78.4797741935484,1.68772622614621,resp,2200west1,0,491.873096774194,21.1770548387097,0.843676470192676,-22.9658080173617,h2o,checked only linear fit,Looks good!,FALSE,night,0.0190401071313559,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_west_1_day_resp.txt,23.2599009706775,78.6660123761375,0.745723133840576,resp,2200west1,0.278582626769845,421.652321536906,26.9912843478261,0.921720785537708,-134.897830577398,h2o,checked only linear fit,Looks good!,FALSE,day,0.0157374669890713,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_5_night_resp.txt,13.8059794005102,78.3845817176871,0.108255076485463,resp,2200east5,0,433.969799957483,20.7366322066327,0.84196785550766,-284.909419620922,h2o,checked only linear fit,Looks good!,FALSE,night,0.0190735268803994,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_5_day_resp.txt,19.6292092543628,78.7798044420941,1.10753919367988,resp,2200east5,0.0560408220270334,411.585300370175,24.6302640401904,0.980335322869706,-119.87806487445,h2o,checked only linear fit,Looks good!,FALSE,day,0.0188999550779243,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_4_night_resp.txt,13.7056390625,78.3804680989583,-0.19393471977412,resp,2200east4,0.00863820498196282,430.155348524306,20.6573379340278,0.803081261816194,-155.219994255464,h2o,checked only linear fit,Looks good!,FALSE,night,0.016823039837727,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_4_day_resp.txt,19.9589157081153,78.7724034151194,1.2044208431244,resp,2200east4,0.204543837126542,402.111588245573,26.3627370998817,0.923895815097941,-119.488063808999,h2o,checked only linear fit,Looks good!,FALSE,day,0.0237435908670699,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_3_night_resp.txt,13.6511616438356,78.3859698630137,-0.097936460763469,resp,2200east3,0,437.547547945206,18.8215547945206,0.878794209187559,-373.905685230738,h2o,checked only linear fit,Looks good!,FALSE,night,0.00937967684506511,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_3_day_resp.txt,20.1617517078586,78.772850743076,1.34053460238338,resp,2200east3,0.170858690563948,415.304753746562,24.7872548410634,0.970217117490404,-103.80089525436,h2o,checked only linear fit,Looks good!,FALSE,day,0.0257626419641188,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_2_night_resp.txt,13.5704793462644,78.3938757183908,-0.398400604748686,resp,2200east2,0.17944512329843,463.699296336207,20.9923564655172,0.898253659116562,-153.816650196339,h2o,checked only linear fit,Looks good!,FALSE,night,0.018473360673768,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_2_night_redo_resp.txt,13.5523620653363,78.4002031679424,-0.515141509720485,resp,2200east2,0.024847628359111,434.841590586842,19.0868492268088,0.992569301934114,-264.405236910984,h2o,checked only linear fit,Looks good!,TRUE,night,0.0252230839351935,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_2_day_resp.txt,23.1618868347953,78.7724170151072,1.9514425314608,resp,2200east2,0.24230132074613,409.952990143762,28.8866956170809,0.976721285192457,-86.1238714777278,h2o,checked only linear fit,Looks good!,FALSE,day,0.0257022477102281,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 2/2_2200_east_1_night_resp.txt,13.4870061092815,78.4112779055076,-0.041384381025441,resp,2200east1,0.123677888316162,465.700930891278,21.5253362683568,0.906184465334392,-188.063809656052,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,night,0.0224073639950411,Looks good!,"Not good, segments are extremely variable. Suggest to discard",discard
data/rawData/LI7500/LI7500_Site 2/2_2200_east_1_night_redo_resp.txt,13.4643617391304,78.4080547826087,,resp,2200east1,0,439.518330434783,20.7672017391304,,,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,TRUE,night,0.00936413099153226,,,discard
data/rawData/LI7500/LI7500_Site 2/2_2200_east_1_day_resp.txt,21.9134415808491,78.7589963911472,1.07310708545194,resp,2200east1,0.114849685175499,412.47571630533,27.6003380171635,0.937917116193728,-117.186525852167,h2o,checked only linear fit,Looks good!,FALSE,day,0.0231754750429582,Looks good!,Looks good!,keep
data/rawData/LI7500/LI7500_Site 1/old/1_2000_west_4_night_resp.txt,16.4816722222222,80.2578185185185,0.159223867005915,resp,2000west4,0,424.998611111111,18.8459944444444,0.973879153330625,-345.019352524992,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,night,0.0136498320488803,Looks good!,Looks good!,discard
data/rawData/LI7500/LI7500_Site 1/old/1_2000_west_4_day_resp.txt,30.9986090909091,80.139096969697,1.6120884156939,resp,2000west4,0,420.164742424242,15.1225651515152,0.952063081867793,-42.7326014869616,h2o,checked only linear fit,Weird flux! Both positive and negative segments identified,FALSE,day,0.00895407417817451,Looks good!,Looks good!,discard
