"","filename","site","elevation","aspect","plot","day.night","redo","measurement","camb","tav","pav","flux_value_original","rsqd","aic_lm","c_prime_min","c_prime_max","comment","extra_info","flux","pairID","flag","flux_value"
"11","raw_data/LI7500/All_sites/1_2000_west_4_day_photo.txt",1,2000,"west",4,"day",NA,"photo",412294963426989,195828712808859,799907211951945,"1.89620112873631","0.720679484786943",466317662709148,402402778193022,40926040584223,NA,NA,"NEE","1_west_4_day_NEE","high_aic_discard_this_keep_other_reading",NA
"12","raw_data/LI7500/All_sites/1_2000_west_4_day_redo_photo.txt",1,2000,"west",4,"day","redo","photo",422167788841011,199963612215909,799821259297521,"2.87993314740428","0.98286475365496",-404202660862269,409012132071609,418047527328904,NA,NA,"NEE","1_west_4_day_NEE","okay","2.87993314740428"
"13","raw_data/LI7500/All_sites/1_2000_west_5_day_photo.txt",1,2000,"west",5,"day",NA,"photo",414784317443956,186791250731341,799836161468216,"2.78340842286842","0.913768028446076",-963222145030507,405240145118652,410402510547656,NA,NA,"NEE","1_west_5_day_NEE","okay","2.78340842286842"
"14","raw_data/LI7500/All_sites/1_2000_west_5_day_redo_photo.txt",1,2000,"west",5,"day","redo","photo",415463498202077,192448842841909,79999837192582,"4.34766409634708","0.945972184208381",-189992603711392,402324091724674,415939615504518,NA,NA,"NEE","1_west_5_day_NEE","high_aic_discard_this_keep_other_reading",NA
"15","raw_data/LI7500/All_sites/2_2200_east_1_day_photo.txt",2,2200,"east",1,"day",NA,"photo",409924666224024,208886214480634,787607942601374,"6.50385818627737","0.830567589400878",153960903799213,369115588405819,397586294962563,NA,NA,"NEE","2_east_1_day_NEE","okay","6.50385818627737"
"16","raw_data/LI7500/All_sites/2_2200_east_2_day_photo.txt",2,2200,"east",2,"day",NA,"photo",416204112951513,229036152960279,787754304315174,"11.1343626362019","0.859830433074801",675864584729969,371411851490439,421539517571521,NA,NA,"NEE","2_east_2_day_NEE","okay","11.1343626362019"
"17","raw_data/LI7500/All_sites/2_2200_east_3_day_photo.txt",2,2200,"east",3,"day",NA,"photo",410606330695107,216402645749113,787687031608366,"14.0852931288607","0.951195640186104",696767111230119,295076009059165,400891477539847,NA,NA,"NEE","2_east_3_day_NEE","okay","14.0852931288607"
"18","raw_data/LI7500/All_sites/2_2200_east_4_day_photo.txt",2,2200,"east",4,"day",NA,"photo",409451009184824,202938954012374,787616468926032,"7.56866256645655","0.982279416782685",901420829148033,380642055839716,403899523480881,NA,NA,"NEE","2_east_4_day_NEE","okay","7.56866256645655"
"19","raw_data/LI7500/All_sites/2_2200_east_5_day_photo.txt",2,2200,"east",5,"day",NA,"photo",40388600694257,190468019607843,787871098039216,"16.8841486067601","0.979747124107268",142026575534829,146694253501248,397377227184829,NA,NA,"NEE","2_east_5_day_NEE","high_aic_discard_this_keep_other_reading",NA
"20","raw_data/LI7500/All_sites/2_2200_east_5_day_redo2_photo.txt",2,2200,"east",5,"day","redo2","photo",407103277909458,219294448792546,787443183419562,"2.41675750631923","0.880890047598526",835114869052865,395155876019262,408371349724418,NA,NA,"NEE","2_east_5_day_NEE","high_aic_discard_this_keep_other_reading",NA
"21","raw_data/LI7500/All_sites/2_2200_east_5_day_redo_photo.txt",2,2200,"east",5,"day","redo","photo",410747350000775,193907795391216,787713033912796,"1.2568856520607","0.459933543527353",-170026937431747,397948054156843,402780460456374,NA,NA,"NEE","2_east_5_day_NEE","okay","1.2568856520607"
"22","raw_data/LI7500/All_sites/2_2200_west_1_day_photo.txt",2,2200,"west",1,"day",NA,"photo",413541274394425,238145583333333,78674245994832,"-2.41381557149938","0.974056725136053",636041509750016,395332692061234,407561498884034,"Should not be negative","redo is better","NEE","2_west_1_day_NEE","discard_this_keep_other_reading",NA
"23","raw_data/LI7500/All_sites/2_2200_west_1_day_redo_photo.txt",2,2200,"west",1,"day","redo","photo",410126586765793,245840455968992,786671491337209,"5.95240943844894","0.950140126804771",414744824663077,397247680922264,415525410967576,NA,NA,"NEE","2_west_1_day_NEE","okay","5.95240943844894"
"24","raw_data/LI7500/All_sites/2_2200_west_2_day_photo.txt",2,2200,"west",2,"day",NA,"photo",42494483068673,228423357867039,786827635306744,"5.01596238735271","0.905757059345498",28258529183356,397256171645499,414038984136193,NA,NA,"NEE","2_west_2_day_NEE","okay","5.01596238735271"
"25","raw_data/LI7500/All_sites/2_2200_west_3_day_photo.txt",2,2200,"west",3,"day",NA,"photo",408766319361091,260727983693757,786985014649459,"6.15936246532124","0.934929339541052",147608078213413,393729338628189,414774118263388,NA,NA,"NEE","2_west_3_day_NEE","okay","6.15936246532124"
"26","raw_data/LI7500/All_sites/2_2200_west_4_day_photo.txt",2,2200,"west",4,"day",NA,"photo",415578716915421,244397178713038,786939941523858,"6.71769566414971","0.857749468195049",469757541206232,395533183864981,417028337593889,NA,NA,"NEE","2_west_4_day_NEE","okay","6.71769566414971"
"27","raw_data/LI7500/All_sites/2_2200_west_5_day_photo.txt",2,2200,"west",5,"day",NA,"photo",414866560266105,235834089536118,786871421145311,"4.02664082851267","0.88377118130247",214832894977027,395365536422521,408947790200992,NA,NA,"NEE","2_west_5_day_NEE","okay","4.02664082851267"
"28","raw_data/LI7500/All_sites/3_2400_east_1_day_photo.txt",3,2400,"east",1,"day",NA,"photo",458072451001093,21979864516129,763011161290323,"12.3358460602951","0.962123497539571",609136437975891,456986441862241,471664012289354,NA,NA,"NEE","3_east_1_day_NEE","okay","12.3358460602951"
"29","raw_data/LI7500/All_sites/3_2400_east_2_day_redo_photo.txt",3,2400,"east",2,"day","redo","photo",455303936671232,NA,NA,NA,NA,NA,440772186415469,457064843589254,NA,NA,"NEE","3_east_2_day_NEE","okay",NA
"30","raw_data/LI7500/All_sites/3_2400_east_3_day_photo.txt",3,2400,"east",3,"day",NA,"photo",453287404334139,230250190521227,762953701117416,"1.72788426428589","0.806301501901292",130532681890873,432661577879692,444595738660397,NA,NA,"NEE","3_east_3_day_NEE","okay","1.72788426428589"
"31","raw_data/LI7500/All_sites/3_2400_east_4_day_photo.txt",3,2400,"east",4,"day",NA,"photo",452577282963567,237377626944972,763024406451613,"-18.9884530382301","0.389682654122034",137798533579901,456991779042879,536574138832013,"Should not be negative","Needs timing changed","NEE","3_east_4_day_NEE","manual_flux_time_selection","-18.9884530382301"
"32","raw_data/LI7500/All_sites/3_2400_east_5_day_photo.txt",3,2400,"east",5,"day",NA,"photo",415089983952746,25028444378169,762921492783152,"2.03905509222174","0.305767804100463",844099474686105,449610600833047,460307876817259,NA,NA,"NEE","3_east_5_day_NEE","okay","2.03905509222174"
"33","raw_data/LI7500/All_sites/3_2400_west_1_day_photo.txt",3,2400,"west",1,"day",NA,"photo",420439837015348,218743485714286,762315171428571,"6.05296943001383","0.961767806722378",270441009893458,417698583299767,428669026819477,NA,NA,"NEE","3_west_1_day_NEE","okay","6.05296943001383"
"34","raw_data/LI7500/All_sites/3_2400_west_1_day_redo_photo.txt",3,2400,"west",1,"day","redo","photo",416318354757166,224973115433673,762319731930272,"3.87067472116734","0.923334610774325",432046951606761,414066559129873,427970632994694,NA,NA,"NEE","3_west_1_day_NEE","high_aic_discard_this_keep_other_reading",NA
"35","raw_data/LI7500/All_sites/3_2400_west_2_day_photo.txt",3,2400,"west",2,"day",NA,"photo",424952951786192,22256308511896,762380202009753,"1.59024272723601","0.86048348092639",-569384873907869,421680518493872,42606822879711,NA,NA,"NEE","3_west_2_day_NEE","okay","1.59024272723601"
"36","raw_data/LI7500/All_sites/3_2400_west_2_day_redo_photo.txt",3,2400,"west",2,"day","redo","photo",4209050713047,23072538125,762477750799851,"-0.994730941386327","0.475805148526031",129152373502133,420180780352394,424490108627923,"Should not be negative","Remove","NEE","3_west_2_day_NEE","decreasing_NEE",NA
"37","raw_data/LI7500/All_sites/3_2400_west_3_day_photo.txt",3,2400,"west",3,"day",NA,"photo",419753370701551,223408796810575,762806929400113,"1.24666513823674","0.606187952945072",172360519123878,416297457113174,422029129313953,NA,NA,"NEE","3_west_3_day_NEE","okay","1.24666513823674"
"38","raw_data/LI7500/All_sites/3_2400_west_4_day_photo.txt",3,2400,"west",4,"day",NA,"photo",419562485329714,230488155222039,762812168996711,"-3.34213036123338","0.242518662137598",217087449039183,412768191839676,449188162490044,"Should not be negative","Needs timing changed","NEE","3_west_4_day_NEE","manual_flux_time_selection","-3.34213036123338"
"39","raw_data/LI7500/All_sites/3_2400_west_5_day_photo.txt",3,2400,"west",5,"day",NA,"photo",40069232758647,226478689655172,76330475862069,"-2.64374704778047","0.847258271682639",83942213294353,415107442000529,433812073044823,"Should not be negative","Remove","NEE","3_west_5_day_NEE","decreasing_NEE",NA
"40","raw_data/LI7500/All_sites/3_2400_west_5_day_redo_photo.txt",3,2400,"west",5,"day","redo","photo",417561766646847,225611250256937,763240589722508,"-0.298936370365355","0.522657480693535",463398404212437,417353296298805,421756864219145,"Should not be negative","Needs timing changed","NEE","3_west_5_day_NEE","manual_flux_time_selection","-0.298936370365355"
"41","raw_data/LI7500/All_sites/4_2600_east_1_day_photo.txt",4,2600,"east",1,"day",NA,"photo",420268271376213,228194295352064,749032121097815,"4.21630316897487","0.802485328577592",511192916736534,417979422589594,431678657825523,NA,NA,"NEE","4_east_1_day_NEE","okay","4.21630316897487"
"42","raw_data/LI7500/All_sites/4_2600_east_2_day_photo.txt",4,2600,"east",2,"day",NA,"photo",415402712907307,NA,NA,NA,NA,NA,432913115617999,444161253032784,NA,NA,"NEE","4_east_2_day_NEE","high_aic_discard_this_keep_other_reading",NA
"43","raw_data/LI7500/All_sites/4_2600_east_2_day_redo2_photo.txt",4,2600,"east",2,"day","redo2","photo",427381361218875,234977048241661,748939030794173,"1.29489787760445","0.400134528998728",165251739441075,425988504351719,447742685756597,NA,NA,"NEE","4_east_2_day_NEE","okay","1.29489787760445"
"44","raw_data/LI7500/All_sites/4_2600_east_2_day_redo_photo.txt",4,2600,"east",2,"day","redo","photo",427807166637633,221020710526316,748899578947368,"1.45922002031352","0.6643056697284",250065965926427,426340474883,43718570669908,NA,NA,"NEE","4_east_2_day_NEE","high_aic_discard_this_keep_other_reading",NA
"45","raw_data/LI7500/All_sites/4_2600_east_3_day_photo.txt",4,2600,"east",3,"day",NA,"photo",405471292965306,237011703878217,749268902863356,"-2.47144160507818","0.329600036263633",586881643661294,403860962867174,415967341641886,"Should not be negative","Remove","NEE","4_east_3_day_NEE","decreasing_NEE",NA
"46","raw_data/LI7500/All_sites/4_2600_east_3_day_redo_photo.txt",4,2600,"east",3,"day","redo","photo",422814317027315,241887416783718,749250663948567,"3.724724759058","0.740621014292375",242384119658791,410471489989568,423207488288674,NA,NA,"NEE","4_east_3_day_NEE","okay","3.724724759058"
"47","raw_data/LI7500/All_sites/4_2600_east_4_day_photo.txt",4,2600,"east",4,"day",NA,"photo",412574555565425,239158300070897,749059532967033,"1.31214821033488","0.369766807785319",891736204676972,414294714110339,421887713797931,NA,NA,"NEE","4_east_4_day_NEE","okay","1.31214821033488"
"48","raw_data/LI7500/All_sites/4_2600_east_5_day_photo.txt",4,2600,"east",5,"day",NA,"photo",413216136347979,209310277777778,749065314814815,"2.47159032285047","0.792352508400912",91980131835126,401085892681784,415336954807832,NA,NA,"NEE","4_east_5_day_NEE","okay","2.47159032285047"
"49","raw_data/LI7500/All_sites/4_2600_east_5_day_redo_photo.txt",4,2600,"east",5,"day","redo","photo",413187868004731,222275412390029,749123850981405,"1.99007859389254","0.307416415216631",685215646677132,407209583120519,415742291892255,NA,NA,"NEE","4_east_5_day_NEE","high_aic_discard_this_keep_other_reading",NA
"50","raw_data/LI7500/All_sites/4_2600_west_1_day_photo.txt",4,2600,"west",1,"day",NA,"photo",413775596068122,142594897021468,748309967082537,"2.42573330276142","0.74648271232715",141178392847372,399157531621154,407309976787989,NA,NA,"NEE","4_west_1_day_NEE","okay","2.42573330276142"
"51","raw_data/LI7500/All_sites/4_2600_west_2_day_photo.txt",4,2600,"west",2,"day",NA,"photo",406813098330738,153444933601545,748397408335555,"2.13354382276436","0.53106997763903",828261599004475,39458273741123,403600349509329,NA,NA,"NEE","4_west_2_day_NEE","okay","2.13354382276436"
"52","raw_data/LI7500/All_sites/4_2600_west_3_day_photo.txt",4,2600,"west",3,"day",NA,"photo",407387655264354,16487614258312,748426203324808,"3.63277939757025","0.977079106195978",-109325601561517,396963365228897,407268985696972,NA,NA,"NEE","4_west_3_day_NEE","okay","3.63277939757025"
"53","raw_data/LI7500/All_sites/4_2600_west_4_day_photo.txt",4,2600,"west",4,"day",NA,"photo",406872185884327,173379769421861,748554746612466,"4.9410822161161","0.94716991326209",205545084885297,389235906847744,401926411480661,NA,NA,"NEE","4_west_4_day_NEE","okay","4.9410822161161"
"54","raw_data/LI7500/All_sites/4_2600_west_5_day_photo.txt",4,2600,"west",5,"day",NA,"photo",409828381208852,188716474325523,74865906740646,"1.86367369998721","0.413920693821686",162112058071807,396020524531774,403288836695493,NA,NA,"NEE","4_west_5_day_NEE","okay","1.86367369998721"
"55","raw_data/LI7500/All_sites/5_2800_east_1_day_photo.txt",5,2800,"east",1,"day",NA,"photo",426851201461725,229482245867769,731321809850706,"-0.648480356133226","0.530652615686998",102847048498224,434895393640802,43883295025217,"Should not be negative","Needs timing changed","NEE","5_east_1_day_NEE","manual_flux_time_selection","-0.648480356133226"
"56","raw_data/LI7500/All_sites/5_2800_east_2_day_photo.txt",5,2800,"east",2,"day",NA,"photo",426892647005571,229449922839624,731165410404844,"-1.22977338916337","0.578679049755503",247163799761449,417020166690431,4218846101431,"Should not be negative","Remove","NEE","5_east_2_day_NEE","decreasing_NEE",NA
"57","raw_data/LI7500/All_sites/5_2800_east_3_day_photo.txt",5,2800,"east",3,"day",NA,"photo",438095465724678,229166583706101,731153379810823,"-0.302340132401051","0.400028226426388",756649124417752,420254895401592,426441278888306,"Should not be negative","Needs timing changed","NEE","5_east_3_day_NEE","manual_flux_time_selection","-0.302340132401051"
"58","raw_data/LI7500/All_sites/5_2800_east_4_day_photo.txt",5,2800,"east",4,"day",NA,"photo",427799763169635,21870512195122,731268804878049,"-67.0402341460912","0.0891285144288978",471758654177319,417654651234864,78104772957394,"Should not be negative","Has not been picked up in manual go-through","NEE","5_east_4_day_NEE","suspicious",NA
"59","raw_data/LI7500/All_sites/5_2800_east_5_day_photo.txt",5,2800,"east",5,"day",NA,"photo",429423648202182,199806957446809,731235744680851,"3.00395026258413","0.948892226467007",137121185601299,425541693005782,437899925816334,NA,NA,"NEE","5_east_5_day_NEE","high_aic_discard_this_keep_other_reading",NA
"60","raw_data/LI7500/All_sites/5_2800_east_5_day_redo_photo.txt",5,2800,"east",5,"day","redo","photo",427891324783801,195852340868076,731275223207145,"0.816061611555373","0.703758953726648",-148269196239084,423686838626129,428410786368244,NA,NA,"NEE","5_east_5_day_NEE","okay","0.816061611555373"
"61","raw_data/LI7500/All_sites/5_2800_west_1_day_photo.txt",5,2800,"west",1,"day",NA,"photo",417969954514065,209260131296205,729727384506989,"2.01423644088801","0.633086472703727",389967175547437,403827749822279,411099209077044,NA,NA,"NEE","5_west_1_day_NEE","okay","2.01423644088801"
"62","raw_data/LI7500/All_sites/5_2800_west_2_day_photo.txt",5,2800,"west",2,"day",NA,"photo",421429501315521,21652365625,7297579375,"0.958574920427841","0.422750707524402",174732148996101,415722878620119,426591153215663,NA,NA,"NEE","5_west_2_day_NEE","high_aic_discard_this_keep_other_reading",NA
"63","raw_data/LI7500/All_sites/5_2800_west_2_day_redo_photo.txt",5,2800,"west",2,"day","redo","photo",418087586684406,217884272727273,729734939393939,"2.15086111815585","0.810629095998039",149721247225723,416093738528072,427286297091133,NA,NA,"NEE","5_west_2_day_NEE","okay","2.15086111815585"
"64","raw_data/LI7500/All_sites/5_2800_west_3_day_photo.txt",5,2800,"west",3,"day",NA,"photo",422951745096963,208741489795918,729904755102041,"1.44542991001556","0.630933946700445",63785205734757,418916665480405,42490302558542,NA,NA,"NEE","5_west_3_day_NEE","high_aic_discard_this_keep_other_reading",NA
"65","raw_data/LI7500/All_sites/5_2800_west_3_day_redo_photo.txt",5,2800,"west",3,"day","redo","photo",419946971031608,205086910157291,729916858793211,"1.52619049883455","0.886482946836958",-412925912737919,41489587299273,420138879389857,NA,NA,"NEE","5_west_3_day_NEE","okay","1.52619049883455"
"66","raw_data/LI7500/All_sites/5_2800_west_4_day_redo_photo.txt",5,2800,"west",4,"day","redo","photo",413730446454643,20929828507481,729900943279372,"-1.63981117402656","0.277754429150245",248837335040312,413335738872019,426885764405564,"Should not be negative","Needs timing changed","NEE","5_west_4_day_NEE","manual_flux_time_selection","-1.63981117402656"
"67","raw_data/LI7500/All_sites/5_2800_west_5_day_photo.txt",5,2800,"west",5,"day",NA,"photo",418076046552745,187412140763194,730145932869363,"0.958965313401835","0.940835591173218",-239439124375844,407135835098206,413227630896512,NA,NA,"NEE","5_west_5_day_NEE","okay","0.958965313401835"
"68","raw_data/LI7500/All_sites/1_2000_east_1_day_resp.txt",1,2000,"east",1,"day",NA,"resp",414311683307906,322307322627315,801799239872685,"-12.6579297354622","0.97632447878297",652856326362321,433749746552916,46738092858432,NA,NA,"ER","1_east_1_day_ER","okay","-12.6579297354622"
"69","raw_data/LI7500/All_sites/1_2000_east_1_night_redo_resp.txt",1,2000,"east",1,"night","redo","resp",456310676259391,984845022305328,799725164792611,"-1.20947781031192","0.671833187493057",-192939781776969,455899178859355,461587888330224,NA,NA,"ER","1_east_1_night_ER","okay","-1.20947781031192"
"70","raw_data/LI7500/All_sites/1_2000_east_2_day_redo_resp.txt",1,2000,"east",2,"day","redo","resp",42863224770783,318611904761224,801852330353098,"-6.29534766872922","0.888985393629937",920034183956712,428409050985257,446928964775297,NA,NA,"ER","1_east_2_day_ER","high_aic_discard_this_keep_other_reading",NA
"71","raw_data/LI7500/All_sites/1_2000_east_2_day_resp.txt",1,2000,"east",2,"day",NA,"resp",418954428655942,24219097311828,801171157048051,"-3.36626551455801","0.728821051412161",-261826160742108,413246126571821,424380823443036,NA,NA,"ER","1_east_2_day_ER","okay","-3.36626551455801"
"72","raw_data/LI7500/All_sites/1_2000_east_2_night_redo_resp.txt",1,2000,"east",2,"night","redo","resp",435169484037748,954998219632107,799801199886288,"-6.07053848811182","0.989030173611446",-158879668210716,434503837651687,452898646330844,NA,NA,"ER","1_east_2_night_ER","okay","-6.07053848811182"
"73","raw_data/LI7500/All_sites/1_2000_east_3_day_resp.txt",1,2000,"east",3,"day",NA,"resp",416443646889792,249552377407649,801269592983705,"-6.59884474543766","0.966125930401563",296312109646158,415087599291777,437102106798763,NA,NA,"ER","1_east_3_day_ER","okay","-6.59884474543766"
"74","raw_data/LI7500/All_sites/1_2000_east_3_night_resp.txt",1,2000,"east",3,"night",NA,"resp",421394739339984,950471846469233,799781048823831,"-6.98913078926795","0.978401464096788",128580532510322,423214396635827,44465876608791,NA,NA,"ER","1_east_3_night_ER","okay","-6.98913078926795"
"75","raw_data/LI7500/All_sites/1_2000_east_4_day_resp.txt",1,2000,"east",4,"day",NA,"resp",41778674607001,250920467274003,801259954546554,"-5.37425360740356","0.658577434036411",103593653424874,416384824613129,43277769006871,NA,NA,"ER","1_east_4_day_ER","okay","-5.37425360740356"
"76","raw_data/LI7500/All_sites/1_2000_east_4_night_resp.txt",1,2000,"east",4,"night",NA,"resp",429888912447854,941378631079485,799818894886253,"-4.8676966196861","0.97765608685423",-319005246880227,429363093174769,444624413047841,NA,NA,"ER","1_east_4_night_ER","okay","-4.8676966196861"
"77","raw_data/LI7500/All_sites/1_2000_east_5_day_resp.txt",1,2000,"east",5,"day",NA,"resp",417316571323464,252003338418079,801318342372881,"-6.25784155990308","0.828412714044867",144282288303478,414719562535932,434866263026794,NA,NA,"ER","1_east_5_day_ER","okay","-6.25784155990308"
"78","raw_data/LI7500/All_sites/1_2000_east_5_night_resp.txt",1,2000,"east",5,"night",NA,"resp",422587217104873,946571226011821,799885628423825,"-4.26931053638643","0.810348480693046",285979832019232,424038313544527,438447113046079,NA,NA,"ER","1_east_5_night_ER","okay","-4.26931053638643"
"79","raw_data/LI7500/All_sites/1_2000_west_1_day_redo2_resp.txt",1,2000,"west",1,"day","redo2","resp",422936772137232,305173193882353,80123149886148,"-4.39556799245397","0.957915383204914",-424713291436924,42260171535056,437239000618658,NA,NA,"ER","1_west_1_day_ER","okay","-4.39556799245397"
"80","raw_data/LI7500/All_sites/1_2000_west_1_day_resp.txt",1,2000,"west",1,"day",NA,"resp",411913437083609,207342892127702,800029410965695,"-5.39942827225606","0.403703696673603",304646205000395,412669333245656,454744011116181,NA,NA,"ER","1_west_1_day_ER","high_aic_discard_this_keep_other_reading",NA
"81","raw_data/LI7500/All_sites/1_2000_west_1_night_resp.txt",1,2000,"west",1,"night",NA,"resp",427715287352368,105344776439667,799185216689485,"-3.35226051210526","0.974975535430683",-404911928749939,428956717210738,439678746339873,NA,NA,"ER","1_west_1_night_ER","okay","-3.35226051210526"
"82","raw_data/LI7500/All_sites/1_2000_west_2_day_resp.txt",1,2000,"west",2,"day",NA,"resp",411716053092881,205641689402385,799921514619438,"-4.24429578779444","0.846642821648017",59283519186472,413734699819329,426944629734682,NA,NA,"ER","1_west_2_day_ER","okay","-4.24429578779444"
"83","raw_data/LI7500/All_sites/1_2000_west_2_night_resp.txt",1,2000,"west",2,"night",NA,"resp",426782375894904,106981027037161,799369973479666,"-6.30239498562897","0.979353527515546",152038858140882,446218088528186,466377991625198,NA,NA,"ER","1_west_2_night_ER","okay","-6.30239498562897"
"84","raw_data/LI7500/All_sites/1_2000_west_3_day_resp.txt",1,2000,"west",3,"day",NA,"resp",409790583488097,201032592531922,799834333106519,"-2.48556277186084","0.67772945717874",295007209641346,415524837039502,42429598609023,NA,NA,"ER","1_west_3_day_ER","okay","-2.48556277186084"
"85","raw_data/LI7500/All_sites/1_2000_west_3_night_resp.txt",1,2000,"west",3,"night",NA,"resp",431498068093151,107014163685637,799503237714544,"-4.81384601549931","0.988142810854255",-33930544082715,433476607178104,448303486236929,NA,NA,"ER","1_west_3_night_ER","okay","-4.81384601549931"
"86","raw_data/LI7500/All_sites/1_2000_west_4_day_resp.txt",1,2000,"west",4,"day",NA,"resp",412294963426989,201994208333333,799912224877451,"-3.1634253320482","0.846312219788427",811878824188041,419463502886763,429399142621616,NA,NA,"ER","1_west_4_day_ER","okay","-3.1634253320482"
"87","raw_data/LI7500/All_sites/1_2000_west_4_night_resp.txt",1,2000,"west",4,"night",NA,"resp",424808639363792,109349763358675,799367109991855,"-9.55456532538425","0.986662211181103",211954170987415,441792557526468,471007728650377,NA,NA,"ER","1_west_4_night_ER","okay","-9.55456532538425"
"88","raw_data/LI7500/All_sites/1_2000_west_5_day_resp.txt",1,2000,"west",5,"day",NA,"resp",414784317443956,193862892138599,799832481743666,"-4.32819682743589","0.9649558597415",562674971687453,413180727268156,426287305583046,NA,NA,"ER","1_west_5_day_ER","okay","-4.32819682743589"
"89","raw_data/LI7500/All_sites/1_2000_west_5_night_resp.txt",1,2000,"west",5,"night",NA,"resp",419557214154518,109177672204333,799330442744926,"-3.30532263845458","0.953556532810688",-160350544459353,435342598013621,44495229151167,NA,NA,"ER","1_west_5_night_ER","okay","-3.30532263845458"
"90","raw_data/LI7500/All_sites/2_2200_east_1_day_resp.txt",2,2200,"east",1,"day",NA,"resp",409924666224024,218813584428008,787589640147929,"-8.59048103653081","0.969043362725157",726929577793029,40645770920017,43664292433204,NA,NA,"ER","2_east_1_day_ER","okay","-8.59048103653081"
"91","raw_data/LI7500/All_sites/2_2200_east_1_night_redo_resp.txt",2,2200,"east",1,"night","redo","resp",445396783370671,134570462199083,784085012660649,"-2.09248269473486","0.630977540237745",-414002819696889,444727733282844,45206753144634,NA,NA,"ER","2_east_1_night_ER","okay","-2.09248269473486"
"92","raw_data/LI7500/All_sites/2_2200_east_1_night_resp.txt",2,2200,"east",1,"night",NA,"resp",443454336772898,134817907421875,784111058014113,"3.56324071959863","0.809867896161896",-43852699143893,468787627540921,481943950247941,"should not be positive","Keep the redo","ER","2_east_1_night_ER","discard_this_keep_other_reading",NA
"93","raw_data/LI7500/All_sites/2_2200_east_2_day_resp.txt",2,2200,"east",2,"day",NA,"resp",416204112951513,231108676880368,787725604899563,"-9.65110959254136","0.96631646851159",552600140418316,402026519001975,432897367952545,NA,NA,"ER","2_east_2_day_ER","okay","-9.65110959254136"
"94","raw_data/LI7500/All_sites/2_2200_east_2_night_redo_resp.txt",2,2200,"east",2,"night","redo","resp",440767586704529,135463514873375,784001784735676,"-2.07755935304418","0.780352568510428",-320064833533578,438687853659183,447497823179627,NA,NA,"ER","2_east_2_night_ER","okay","-2.07755935304418"
